"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger MTD Xudong,,,,,,,,,,,,,,,,,,,,,
"October 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
5019,Damaged Location BP,Tabletop Natural Gas Conversion Kit,2 - NonGriddle,- No Department -,NAI,45,$11.98 ,$539.28 ,,,,,,,,,,,45,$11.98 ,$539.28 
5019,Retail Store,Tabletop Natural Gas Conversion Kit,2 - NonGriddle,- No Department -,NAI,1,$11.76 ,$11.76 ,,,,,,,,,,,1,$11.76 ,$11.76 
5019,BPUT1,Tabletop Natural Gas Conversion Kit,2 - NonGriddle,- No Department -,NAI,"2,553",$12.50 ,"$31,900.06 ",0,0,0,$0.00 ,,8,1,9,$112.50 ,10/21/2021,"2,544",$12.50 ,"$31,787.56 "
5022,BPUT1,"Blackstone Crepe Kit Includes- 5152 (1): Crepe Spatula,  TBD (1): Dredge,  TBD (1): Crepe Spreader,  TBD (1): Plastic Bottle",2.2 - Cooking Utensils,- No Department -,NAI,"1,646",$5.44 ,"$8,954.24 ",0,0,0,$0.00 ,,130,0,130,$707.20 ,10/21/2021,"1,516",$5.44 ,"$8,247.04 "
5023,Retail Store,"Teppanyaki Kit Includes- 5089 (1): 4 inch scraper with extra long handle,  5165 (2): Griddle Spatula, Solid, no slot, Long: with plastic handle,   TBD (2): Plastic Bottles (16 oz)",2 - NonGriddle,- No Department -,NAI,4,$0.00 ,$0.00 ,0,0,0,$0.00 ,,2,0,2,$0.00 ,10/5/2021,2,$0.00 ,$0.00 
5024,Transit,"Blackstone 3-Piece Professional Hamburger Kit Includes- 5047 (1): Hamburger Spatula,  TBD (1): Cooking Dredge,  5085 (1): Burger Press",2.2 - Cooking Utensils,- No Department -,NAI,"8,280",$8.25 ,"$68,310.00 ",0,0,0,$0.00 ,,0,"8,280","8,280","$68,310.00 ",,0,$0.00 ,$0.00 
5024,Returns Received,"Blackstone 3-Piece Professional Hamburger Kit Includes- 5047 (1): Hamburger Spatula,  TBD (1): Cooking Dredge,  5085 (1): Burger Press",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$8.25 ,,0,1,1,$8.25 ,,0,$0.00 ,$0.00 
5024,BPUT1,"Blackstone 3-Piece Professional Hamburger Kit Includes- 5047 (1): Hamburger Spatula,  TBD (1): Cooking Dredge,  5085 (1): Burger Press",2.2 - Cooking Utensils,- No Department -,NAI,"1,982",$8.25 ,"$16,351.98 ",0,"8,280","8,280","$68,310.00 ",,739,8,747,"$6,162.80 ",10/22/2021,"9,515",$8.25 ,"$78,499.18 "
5024,Damaged Location BP,"Blackstone 3-Piece Professional Hamburger Kit Includes- 5047 (1): Hamburger Spatula,  TBD (1): Cooking Dredge,  5085 (1): Burger Press",2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,9,9,$74.25 ,,0,7,7,$57.75 ,,2,$8.25 ,$16.50 
5024,Retail Store,"Blackstone 3-Piece Professional Hamburger Kit Includes- 5047 (1): Hamburger Spatula,  TBD (1): Cooking Dredge,  5085 (1): Burger Press",2.2 - Cooking Utensils,- No Department -,NAI,1,$8.25 ,$8.25 ,0,6,6,$49.50 ,,4,0,4,$33.00 ,10/15/2021,3,$8.25 ,$24.75 
5026,Retail Store,5026 Culinary Griddle Tool Holders,2.3 - Griddle Accessories,- No Department -,NAI,4,$5.50 ,$22.00 ,0,0,0,$0.00 ,,4,0,4,$22.00 ,10/8/2021,0,$0.00 ,$0.00 
5026,BPUT1,5026 Culinary Griddle Tool Holders,2.3 - Griddle Accessories,- No Department -,NAI,"1,806",$5.50 ,"$9,933.00 ",0,0,0,$0.00 ,,286,0,286,"$1,573.00 ",10/19/2021,"1,520",$5.50 ,"$8,360.00 "
5026,Transit,5026 Culinary Griddle Tool Holders,2.3 - Griddle Accessories,- No Department -,NAI,"3,006",$5.50 ,"$16,533.00 ",,,,,,,,,,,"3,006",$5.50 ,"$16,533.00 "
5028,Returns Received,"4in Scraper w/Plastic Handle (2 Pack) Includes- 5089 (1): Scraper, 4"" wide with 9.5"" handle,  5098 (1): Scraper, 4"" wide with 11"" handle",2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$2.45 ,,0,1,1,$2.45 ,,0,$0.00 ,$0.00 
5028,Retail Store,"4in Scraper w/Plastic Handle (2 Pack) Includes- 5089 (1): Scraper, 4"" wide with 9.5"" handle,  5098 (1): Scraper, 4"" wide with 11"" handle",2.3 - Griddle Accessories,- No Department -,NAI,28,$1.62 ,$45.22 ,0,0,0,$0.00 ,,10,0,10,$16.15 ,10/22/2021,18,$1.62 ,$29.07 
5028,Damaged Location BP,"4in Scraper w/Plastic Handle (2 Pack) Includes- 5089 (1): Scraper, 4"" wide with 9.5"" handle,  5098 (1): Scraper, 4"" wide with 11"" handle",2.3 - Griddle Accessories,- No Department -,NAI,250,$1.62 ,$403.87 ,0,1,1,$2.45 ,,0,50,50,$80.77 ,,201,$1.62 ,$325.55 
5028,BPUT1,"4in Scraper w/Plastic Handle (2 Pack) Includes- 5089 (1): Scraper, 4"" wide with 9.5"" handle,  5098 (1): Scraper, 4"" wide with 11"" handle",2.3 - Griddle Accessories,- No Department -,NAI,"1,503",$2.44 ,"$3,671.43 ",0,0,0,$0.00 ,,258,0,258,$630.13 ,10/21/2021,"1,245",$2.44 ,"$3,041.30 "
5033,Retail Store,"5033 BLACKSTONE 36"" SURROUND TABLE",2.3 - Griddle Accessories,- No Department -,NAI,2,$30.02 ,$60.04 ,,,,,,,,,,,2,$30.02 ,$60.04 
5035,Damaged Location BP,Blackstone Tabletop Griddle Bundle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,15,$6.93 ,$103.95 ,0,2,2,$13.86 ,,0,0,0,$0.00 ,,17,$6.93 ,$117.81 
5035,Transit,Blackstone Tabletop Griddle Bundle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,"7,202",$6.93 ,"$49,909.86 ",,,,,,,,,,,"7,202",$6.93 ,"$49,909.86 "
5035,Retail Store,Blackstone Tabletop Griddle Bundle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,4,$6.93 ,$27.72 ,0,0,0,$0.00 ,,3,0,3,$20.79 ,10/22/2021,1,$6.93 ,$6.93 
5035,Returns Received,Blackstone Tabletop Griddle Bundle Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$13.86 ,,0,2,2,$13.86 ,,0,$0.00 ,$0.00 
5036,BPUT1,Blackstone Logo Mat,2.3 - Griddle Accessories,- No Department -,NAI,"1,255",$7.22 ,"$9,061.10 ",0,0,0,$0.00 ,,122,0,122,$880.84 ,10/22/2021,"1,133",$7.22 ,"$8,180.26 "
5036,Transit,Blackstone Logo Mat,2.3 - Griddle Accessories,- No Department -,NAI,"2,500",$7.37 ,"$18,425.00 ",,,,,,,,,,,"2,500",$7.37 ,"$18,425.00 "
5040,Retail Store,5040 BLACKSTONE GRIDDLE SPATULA WITH WOOD HANDLE,2.2 - Cooking Utensils,- No Department -,NAI,1,$0.00 ,$0.00 ,,,,,,,,,,,1,$0.00 ,$0.00 
5042,Damaged Location BP,5042 BLACKSTONE 14 INCH TONGS WITH WOOD HANDLE,2.2 - Cooking Utensils,- No Department -,NAI,1,$0.00 ,$0.00 ,,,,,,,,,,,1,$0.00 ,$0.00 
5045,BPUT1,5045 BLACKSTONE GRIDDLE TOOL SET WITH PLASTIC HANDLE,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"2,000","2,000","$19,040.00 ",,21,0,21,$199.92 ,10/21/2021,"1,979",$9.52 ,"$18,840.08 "
5045,Transit,5045 BLACKSTONE GRIDDLE TOOL SET WITH PLASTIC HANDLE,2.2 - Cooking Utensils,- No Department -,NAI,"2,000",$9.52 ,"$19,040.00 ","3,000",0,"3,000","$29,130.00 ",10/17/2021,0,"2,000","2,000","$19,040.00 ",,"3,000",$9.71 ,"$29,130.00 "
5046,Retail Store,Blackstone Griddle Spatula with Plastic Handle,2 - NonGriddle,- No Department -,NAI,4,$1.71 ,$6.84 ,,,,,,,,,,,4,$1.71 ,$6.84 
5047,Damaged Location BP,Blackstone Hamburger Spatula with Plastic Handle,2 - NonGriddle,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$2.12 ,,0,0,0,$0.00 ,,1,$2.12 ,$2.12 
5047,Transit,Blackstone Hamburger Spatula with Plastic Handle,2 - NonGriddle,- No Department -,NAI,0,$0.00 ,$0.00 ,"7,000",0,"7,000","$15,120.00 ",10/14/2021,0,0,0,$0.00 ,,"7,000",$2.16 ,"$15,120.00 "
5051,BPUT1,Blackstone 6 piece Classic Outdoor Cooking Set,2.2 - Cooking Utensils,- No Department -,NAI,"4,960",$13.49 ,"$66,910.39 ",0,0,0,$0.00 ,,131,0,131,"$1,767.19 ",10/22/2021,"4,829",$13.49 ,"$65,143.20 "
5051,Damaged Location BP,Blackstone 6 piece Classic Outdoor Cooking Set,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$53.96 ,,0,0,0,$0.00 ,,4,$13.49 ,$53.96 
5051,Returns Received,Blackstone 6 piece Classic Outdoor Cooking Set,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$53.96 ,,0,4,4,$53.96 ,,0,$0.00 ,$0.00 
5057,Retail Store,5057 BLACKSTONE 16 INCH LADLE,2.2 - Cooking Utensils,- No Department -,NAI,1,$1.95 ,$1.95 ,,,,,,,,,,,1,$1.95 ,$1.95 
5059,BPUT1,Blackstone Griddle Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,187,$3.58 ,$669.46 ,0,0,0,$0.00 ,,119,0,119,$426.02 ,10/13/2021,68,$3.58 ,$243.44 
5060,Damaged Location BP,Blackstone 8 Piece Professional Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,1,$6.10 ,$6.10 ,0,4,4,$24.61 ,,0,2,2,$12.20 ,,3,$6.17 ,$18.51 
5060,Retail Store,Blackstone 8 Piece Professional Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,3,$6.10 ,$18.30 ,0,2,2,$12.20 ,,5,0,5,$30.50 ,10/18/2021,0,$0.00 ,$0.00 
5060,Returns Received,Blackstone 8 Piece Professional Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$12.20 ,,0,2,2,$12.20 ,,0,$0.00 ,$0.00 
5060,BPUT1,Blackstone 8 Piece Professional Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,"2,452",$6.10 ,"$14,957.21 ",0,"10,000","10,000","$62,200.00 ",,"1,250",2,"1,252","$7,672.99 ",10/21/2021,"11,200",$6.20 ,"$69,484.22 "
5060,Transit,Blackstone 8 Piece Professional Cleaning Kit,2.3 - Griddle Accessories,- No Department -,NAI,"35,000",$6.22 ,"$217,700.00 ","10,000",0,"10,000","$62,200.00 ",10/17/2021,0,"10,000","10,000","$62,200.00 ",,"35,000",$6.22 ,"$217,700.00 "
5061,Transit,Blackstone 6in Scraper w/Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,"3,954",$1.48 ,"$5,851.92 ",0,0,0,$0.00 ,,0,"2,004","2,004","$2,965.92 ",,"1,950",$1.48 ,"$2,886.00 "
5061,BPUT1,Blackstone 6in Scraper w/Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"2,004","2,004","$2,965.92 ",,259,0,259,$383.32 ,10/21/2021,"1,745",$1.48 ,"$2,582.60 "
5062,BPUT1,Blackstone Griddle Scrubber Handle,2.2 - Cooking Utensils,- No Department -,NAI,"1,249",$0.95 ,"$1,186.55 ",0,0,0,$0.00 ,,290,0,290,$275.50 ,10/14/2021,959,$0.95 ,$911.05 
5063,BPUT1,Replacement Scrub Pads,2.2 - Cooking Utensils,- No Department -,NAI,"2,187",$1.95 ,"$4,264.65 ",0,0,0,$0.00 ,,627,2,629,"$1,226.55 ",10/20/2021,"1,558",$1.95 ,"$3,038.10 "
5063,Damaged Location BP,Replacement Scrub Pads,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$1.95 ,,0,0,0,$0.00 ,,1,$1.95 ,$1.95 
5063,Returns Received,Replacement Scrub Pads,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$1.95 ,,0,1,1,$1.95 ,,0,$0.00 ,$0.00 
5063,Transit,Replacement Scrub Pads,2.2 - Cooking Utensils,- No Department -,NAI,"5,010",$1.99 ,"$9,969.90 ",,,,,,,,,,,"5,010",$1.99 ,"$9,969.90 "
5064,BPUT1,Blackstone Gridle Refurb Kit with Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,1,$5.01 ,$5.01 ,0,"2,070","2,070","$10,491.65 ",,533,13,546,"$2,767.33 ",10/21/2021,"1,525",$5.07 ,"$7,729.33 "
5064,Transit,Blackstone Gridle Refurb Kit with Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,"14,076",$5.07 ,"$71,380.20 ",930,0,930,"$4,650.00 ",10/17/2021,0,"2,070","2,070","$10,491.65 ",,"12,936",$5.07 ,"$65,538.55 "
5064,Retail Store,Blackstone Gridle Refurb Kit with Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,1,$5.01 ,$5.01 ,,,,,,,,,,,1,$5.01 ,$5.01 
5064,Damaged Location BP,Blackstone Gridle Refurb Kit with Plastic Handle,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,13,13,$65.89 ,,0,1,1,$5.07 ,,12,$5.07 ,$60.82 
5065,Damaged Location BP,5065 BLACKSTONE GRIDDLE REFURB KIT WITH STAINLESS STEEL HAND,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,66,66,$524.70 ,,0,6,6,$47.70 ,,60,$7.95 ,$477.00 
5065,Transit,5065 BLACKSTONE GRIDDLE REFURB KIT WITH STAINLESS STEEL HAND,2.2 - Cooking Utensils,- No Department -,NAI,"31,002",$7.95 ,"$246,465.90 ","2,004",0,"2,004","$15,931.80 ",10/14/2021,0,"26,878","26,878","$213,680.10 ",,"6,128",$7.95 ,"$48,717.60 "
5065,BPUT2,5065 BLACKSTONE GRIDDLE REFURB KIT WITH STAINLESS STEEL HAND,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"10,584","10,584","$84,142.80 ",,0,48,48,$381.60 ,,"10,536",$7.95 ,"$83,761.20 "
5065,BPUT1,5065 BLACKSTONE GRIDDLE REFURB KIT WITH STAINLESS STEEL HAND,2.2 - Cooking Utensils,- No Department -,NAI,20,$7.95 ,$159.00 ,0,"16,296","16,296","$129,553.20 ",,343,18,361,"$2,869.95 ",10/21/2021,"15,955",$7.95 ,"$126,842.25 "
5065,Retail Store,5065 BLACKSTONE GRIDDLE REFURB KIT WITH STAINLESS STEEL HAND,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$47.70 ,,0,0,0,$0.00 ,,6,$7.95 ,$47.70 
5069,BPUT1,6 Piece Deluxe Spatula Griddle Kit,2.2 - Cooking Utensils,- No Department -,NAI,18,$11.49 ,$206.87 ,,,,,,,,,,,18,$11.49 ,$206.87 
5071,Transit,Blackstone 32-oz Plastic Bottle Set,2.2 - Cooking Utensils,- No Department -,NAI,"3,000",$1.25 ,"$3,750.00 ","10,000",0,"10,000","$12,500.00 ",10/17/2021,0,0,0,$0.00 ,,"13,000",$1.25 ,"$16,250.00 "
5071,Inventory Adjustments,Blackstone 32-oz Plastic Bottle Set,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,169,169,$207.87 ,,0,0,0,$0.00 ,,169,$1.23 ,$207.87 
5071,BPUT1,Blackstone 32-oz Plastic Bottle Set,2.2 - Cooking Utensils,- No Department -,NAI,169,$1.23 ,$207.87 ,0,0,0,$0.00 ,,0,169,169,$207.87 ,,0,$0.00 ,$0.00 
5072,BPUT1,Blackstone Cooking Dredges,2.2 - Cooking Utensils,- No Department -,NAI,"1,826",$4.10 ,"$7,486.67 ",0,0,0,$0.00 ,,199,10,209,$856.90 ,10/22/2021,"1,617",$4.10 ,"$6,629.77 "
5072,Transit,Blackstone Cooking Dredges,2.2 - Cooking Utensils,- No Department -,NAI,"4,500",$4.14 ,"$18,650.00 ","2,500",0,"2,500","$10,450.00 ",10/17/2021,0,0,0,$0.00 ,,"7,000",$4.16 ,"$29,100.00 "
5072,Damaged Location BP,Blackstone Cooking Dredges,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,10,10,$41.00 ,,0,0,0,$0.00 ,,10,$4.10 ,$41.00 
5073,Returns Received,BLKST SQUEEZE BOTTLES,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$11.15 ,,0,4,4,$11.15 ,,0,$0.00 ,$0.00 
5073,Damaged Location BP,BLKST SQUEEZE BOTTLES,2.2 - Cooking Utensils,- No Department -,NAI,6,$2.79 ,$16.72 ,0,4,4,$11.15 ,,0,6,6,$16.72 ,,4,$2.79 ,$11.15 
5073,BPUT1,BLKST SQUEEZE BOTTLES,2.2 - Cooking Utensils,- No Department -,NAI,"46,947",$2.79 ,"$130,858.44 ",0,0,0,$0.00 ,,"2,177",0,"2,177","$6,067.57 ",10/22/2021,"44,770",$2.79 ,"$124,790.87 "
5075,Transit,Rangetop Cover,2.1 - Bags & Covers,- No Department -,NAI,"11,034",$11.68 ,"$128,877.12 ",,,,,,,,,,,"11,034",$11.68 ,"$128,877.12 "
5075,Inventory Adjustments,Rangetop Cover,2.1 - Bags & Covers,- No Department -,NAI,12,$11.68 ,$140.16 ,0,0,0,$0.00 ,,0,12,12,$140.16 ,,0,$0.00 ,$0.00 
5076,Transit,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,"4,500",$5.22 ,"$23,490.00 ",,,,,,,,,,,"4,500",$5.22 ,"$23,490.00 "
5076,Returns Received,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$5.22 ,,0,1,1,$5.22 ,,0,$0.00 ,$0.00 
5076,Damaged Location BP,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,62,$5.25 ,$325.28 ,0,1,1,$5.22 ,,0,15,15,$78.70 ,,48,$5.25 ,$251.80 
5076,Retail Store,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,5,$5.25 ,$26.24 ,,,,,,,,,,,5,$5.25 ,$26.24 
5076,BPUT2,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,15,15,$78.70 ,,0,0,0,$0.00 ,,15,$5.25 ,$78.70 
5076,BPUT1,Blackstone 17in Tabletop Carry Bag,2.1 - Bags & Covers,- No Department -,NAI,559,$5.22 ,"$2,918.12 ",0,0,0,$0.00 ,,487,0,487,"$2,542.26 ",10/22/2021,72,$5.22 ,$375.86 
5077,Damaged Location BP,Blackstone 36in Rear Grease Griddle Top w/ Grease Cup,2.3 - Griddle Accessories,- No Department -,NAI,1,$38.58 ,$38.58 ,0,0,0,$0.00 ,,0,1,1,$38.58 ,,0,$0.00 ,$0.00 
5078,Damaged Location BP,Blackstone 28in Rear Grease Griddle Top w/ Grease Cup,2.3 - Griddle Accessories,- No Department -,NAI,4,$26.26 ,$105.03 ,0,0,0,$0.00 ,,0,4,4,$105.03 ,,0,$0.00 ,$0.00 
5079,BPUT1,Blackstone 22in Griddle Hard Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"10,000","10,000","$125,000.00 ",,"3,091",2,"3,093","$38,662.50 ",10/21/2021,"6,907",$12.50 ,"$86,337.50 "
5079,Transit,Blackstone 22in Griddle Hard Cover,2.1 - Bags & Covers,- No Department -,NAI,"10,000",$12.50 ,"$125,000.00 ",0,0,0,$0.00 ,,0,"10,000","10,000","$125,000.00 ",,0,$0.00 ,$0.00 
5079,Damaged Location BP,Blackstone 22in Griddle Hard Cover,2.1 - Bags & Covers,- No Department -,NAI,17,$12.58 ,$213.86 ,0,2,2,$25.00 ,,0,0,0,$0.00 ,,19,$12.57 ,$238.86 
5080,BPUT1,"36"" Griddle Grease Key",2 - NonGriddle,- No Department -,NAI,797,$0.00 ,$0.00 ,0,0,0,$0.00 ,,20,0,20,$0.00 ,10/21/2021,777,$0.00 ,$0.00 
5080,Retail Store,"36"" Griddle Grease Key",2 - NonGriddle,- No Department -,NAI,1,$0.00 ,$0.00 ,,,,,,,,,,,1,$0.00 ,$0.00 
5085,Damaged Location BP,Blackstone Burger Press,2.2 - Cooking Utensils,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
5085,BPUT1,Blackstone Burger Press,2.2 - Cooking Utensils,- No Department -,NAI,"1,505",$5.80 ,"$8,729.00 ",0,1,1,$0.00 ,,349,0,349,"$2,023.01 ",10/21/2021,"1,157",$5.80 ,"$6,705.99 "
5085,Transit,Blackstone Burger Press,2.2 - Cooking Utensils,- No Department -,NAI,"10,000",$5.80 ,"$58,000.00 ","5,000",0,"5,000","$29,600.00 ",10/17/2021,0,0,0,$0.00 ,,"15,000",$5.84 ,"$87,600.00 "
5087,Retail Store,Blackstone Simmer 20.5in Square with Plastic Handle,2 - NonGriddle,- No Department -,NAI,2,$1.83 ,$3.65 ,,,,,,,,,,,2,$1.83 ,$3.65 
5091,Damaged Location BP,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,300,$8.03 ,"$2,407.87 ",0,8,8,$64.00 ,,0,264,264,"$2,118.91 ",,44,$8.02 ,$352.96 
5091,BPUT2,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"5,400","5,400","$43,203.64 ",,0,0,0,$0.00 ,,"5,400",$8.00 ,"$43,203.64 "
5091,BPUT1,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,669,$8.00 ,"$5,352.01 ",0,"16,761","16,761","$134,094.83 ",,358,"5,407","5,765","$46,124.53 ",10/22/2021,"11,665",$8.00 ,"$93,322.31 "
5091,Transit,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,"87,390",$8.00 ,"$699,120.01 ",0,0,0,$0.00 ,,0,"16,500","16,500","$132,000.00 ",,"70,890",$8.00 ,"$567,120.01 "
5091,Retail Store,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,2,$8.03 ,$16.05 ,0,3,3,$24.08 ,,3,0,3,$24.08 ,10/21/2021,2,$8.03 ,$16.05 
5091,Returns Received,Medium Universal Griddle Cover,2.1 - Bags & Covers,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$8.00 ,,0,1,1,$8.00 ,,0,$0.00 ,$0.00 
5095,Retail Store,5095 BLACKSTONE STOCKPOT - 26 QT,2.3 - Griddle Accessories,- No Department -,NAI,1,$12.09 ,$12.09 ,,,,,,,,,,,1,$12.09 ,$12.09 
5097,Retail Store,Silicone Spatula Mat,2.3 - Griddle Accessories,- No Department -,NAI,1,$2.42 ,$2.42 ,0,6,6,$14.52 ,,7,0,7,$16.94 ,10/22/2021,0,$0.00 ,$0.00 
5097,Transit,Silicone Spatula Mat,2.3 - Griddle Accessories,- No Department -,NAI,"10,002",$2.42 ,"$24,204.84 ",0,0,0,$0.00 ,,0,"10,002","10,002","$24,204.84 ",,0,$0.00 ,$0.00 
5097,Damaged Location BP,Silicone Spatula Mat,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$14.52 ,,0,6,6,$14.52 ,,0,$0.00 ,$0.00 
5097,BPUT1,Silicone Spatula Mat,2.3 - Griddle Accessories,- No Department -,NAI,"7,566",$2.42 ,"$18,309.72 ",0,"10,002","10,002","$24,204.84 ",,"1,931",6,"1,937","$4,687.54 ",10/22/2021,"15,631",$2.42 ,"$37,827.02 "
5113,Damaged Location BP,5113 SILICONE BAKING PAPER SHEET,3.1 - Seasonings,- No Department -,NAI,57,$1.72 ,$98.04 ,,,,,,,,,,,57,$1.72 ,$98.04 
5113,Retail Store,5113 SILICONE BAKING PAPER SHEET,3.1 - Seasonings,- No Department -,NAI,4,$1.72 ,$6.88 ,0,0,0,$0.00 ,,4,0,4,$6.88 ,10/11/2021,0,$0.00 ,$0.00 
5114,BPUT1,Knit Griddle Gloves with Silicone Grip- 2 Pack,2.3 - Griddle Accessories,- No Department -,NAI,"9,544",$3.84 ,"$36,633.49 ",0,0,0,$0.00 ,,"2,687",0,"2,687","$10,313.72 ",10/25/2021,"6,857",$3.84 ,"$26,319.77 "
5114,Damaged Location BP,Knit Griddle Gloves with Silicone Grip- 2 Pack,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$3.84 ,,0,0,0,$0.00 ,,1,$3.84 ,$3.84 
5114,Transit,Knit Griddle Gloves with Silicone Grip- 2 Pack,2.3 - Griddle Accessories,- No Department -,NAI,"25,024",$3.93 ,"$98,344.32 ",,,,,,,,,,,"25,024",$3.93 ,"$98,344.32 "
5114,Returns Received,Knit Griddle Gloves with Silicone Grip- 2 Pack,2.3 - Griddle Accessories,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$3.84 ,,0,1,1,$3.84 ,,0,$0.00 ,$0.00 
5123,Retail Store,SALSA BOWLS - 8 OUNCE (2 PACK),2.3 - Griddle Accessories,- No Department -,NAI,2,$2.70 ,$5.40 ,,,,,,,,,,,2,$2.70 ,$5.40 
5124,Retail Store,SALSA BOWLS - 20 OUNCE (2 PACK),2.3 - Griddle Accessories,- No Department -,NAI,5,$3.95 ,$19.75 ,0,0,0,$0.00 ,,1,0,1,$3.95 ,10/7/2021,4,$3.95 ,$15.80 
5125,Retail Store,SALSA BOWL - 56 OUNCE,2.3 - Griddle Accessories,- No Department -,NAI,1,$1.20 ,$1.20 ,,,,,,,,,,,1,$1.20 ,$1.20 
5127,Retail Store,"DELUXE FIESTA KIT (TORTILLA WARMERS - 1/8.5 INCH, 1/12 INCH,",2.3 - Griddle Accessories,- No Department -,NAI,1,$5.83 ,$5.83 ,,,,,,,,,,,1,$5.83 ,$5.83 
5127,BPUT1,"DELUXE FIESTA KIT (TORTILLA WARMERS - 1/8.5 INCH, 1/12 INCH,",2.3 - Griddle Accessories,- No Department -,NAI,39,$0.81 ,$31.78 ,0,0,0,$0.00 ,,38,0,38,$30.97 ,10/13/2021,1,$0.81 ,$0.81 
5129,BPUT1,Scrubbing Replacement Pads - 5 pack,2.2 - Cooking Utensils,- No Department -,NAI,40,$1.03 ,$41.20 ,,,,,,,,,,,40,$1.03 ,$41.20 
