Day of Date Created,Name,Purchase Order,Ship Date,Item,Quantity,Destination,Requested Ship Date,Booked,Customer PO,Name,Expected Receipt Date,Status,unit_cost,Blanket PO
8/19/2021,Shining Era Enterprise Limited,PO15393,1/10/2022,2008,86,,,,9573279618,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15394,1/17/2022,2008,172,,,,9573279619,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15395,1/27/2022,2008,172,,,,9573279620,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15396,2/17/2022,2008,430,,,,9573279621,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15397,2/28/2022,2008,172,,,,9573279622,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15398,3/7/2022,2008,172,,,,9573279623,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15399,3/14/2022,2008,258,,,,9573279624,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15400,3/21/2022,2008,172,,,,9573279625,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15401,3/28/2022,2008,172,,,,9573279626,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/19/2021,Shining Era Enterprise Limited,PO15402,4/4/2022,2008,86,,,,9573279627,WALMART IMPORT,9/2/2021,Pending Receipt,216.65,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15417,10/30/2021,1916,111,,,,139047501,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15419,11/14/2021,1916,111,,,,139047500,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15422,11/14/2021,1916,111,,,,139047497,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15423,10/30/2021,1916,111,,,,139047494,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15428,12/13/2021,1916,111,,,,139047516,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15429,11/14/2021,1916,111,,,,139047515,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15431,10/30/2021,1916,111,,,,139047496,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15432,11/14/2021,1916,111,,,,139047521,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15433,11/14/2021,1916,111,,,,139047507,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15435,10/30/2021,1916,111,,,,139047535,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15436,12/13/2021,1916,111,,,,139047533,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15440,12/13/2021,1916,111,,,,139047536,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15443,10/30/2021,1916,111,,,,139047531,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15447,12/13/2021,1916,111,,,,139047506,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15448,12/13/2021,1916,111,,,,139047505,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15450,12/13/2021,1916,111,,,,139047537,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,"Guangdong Canbo Electrical Co., LTD",PO15451,12/13/2021,1916,111,,,,139047532,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,307.76,No
8/20/2021,VL (HK) LIMITED,PO15455,10/20/2021,5393,3024,,,,139027426,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.2,No
8/20/2021,VL (HK) LIMITED,PO15455,10/20/2021,5324,1114,,,,139027426,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15455,10/20/2021,5425,768,,,,139027426,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.21,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5437,846,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5404,846,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5323,924,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5327,408,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5329,468,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15456,9/20/2021,5330,1240,,,,139027420,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15457,12/8/2021,5324,2228,,,,139027459,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5404,846,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5323,924,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5327,408,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5329,468,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5330,1250,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5393,1374,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.2,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5324,742,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15458,10/7/2021,5322,900,,,,139027449,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,12.19,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5437,846,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5404,846,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5323,924,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5327,408,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5329,468,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5330,1240,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15459,9/30/2021,5403,736,,,,139027461,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5437,141,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5404,144,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5323,156,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5327,68,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5329,78,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5330,210,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15460,9/30/2021,5326,454,,,,139027410,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5437,2112,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5404,2112,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5323,2312,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5327,1016,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5329,1164,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5330,3110,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15461,12/8/2021,5436,1288,,,,139027443,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5437,282,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5404,282,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5323,308,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5327,136,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5329,156,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5330,420,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5438,224,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5436,360,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5326,482,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15462,9/30/2021,5403,628,,,,139027402,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5327,680,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5329,774,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5438,264,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5436,424,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5326,566,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15463,9/30/2021,5403,736,,,,139027421,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15464,10/7/2021,5327,680,,,,139027462,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15464,10/7/2021,5438,264,,,,139027462,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15464,10/7/2021,5436,424,,,,139027462,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15464,10/7/2021,5326,566,,,,139027462,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15464,10/7/2021,5322,1000,,,,139027462,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,12.19,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5437,846,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5404,846,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5323,924,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5327,408,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5329,468,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5330,1240,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15465,9/30/2021,5403,736,,,,139027447,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15466,12/8/2021,5324,2228,,,,139027442,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15466,12/8/2021,5438,784,,,,139027442,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15467,11/9/2021,5327,544,,,,139027456,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15467,11/9/2021,5326,1248,,,,139027456,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5437,1128,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5404,708,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5323,1232,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5329,624,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5330,1660,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5324,1782,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5438,628,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5436,1016,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5326,1248,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15468,11/11/2021,5403,1616,,,,139027439,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5437,1128,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5404,708,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5323,1232,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5329,624,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5330,1660,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15469,11/9/2021,5322,2400,,,,139027454,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,12.19,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5437,537,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5404,540,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5323,588,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5327,256,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5329,300,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5330,790,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5438,68,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5436,106,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5326,140,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15470,9/30/2021,5403,184,,,,139027398,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5437,234,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5404,234,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5323,256,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5327,112,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5329,132,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5330,350,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5438,28,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5436,44,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5326,56,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15471,9/30/2021,5403,76,,,,139027390,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5437,816,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5404,900,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5323,920,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5327,752,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5329,1278,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5330,2280,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5438,580,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5436,940,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5326,250,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15472,10/4/2021,5322,440,,,,139027407,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,12.19,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5437,846,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5404,846,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5323,924,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5327,408,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5329,468,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5330,1240,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5438,264,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,4,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5436,424,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15473,9/20/2021,5403,736,,,,139027434,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.52,No
8/20/2021,VL (HK) LIMITED,PO15474,12/8/2021,5437,2112,,,,139027446,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15474,12/8/2021,5323,2312,,,,139027446,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15474,12/8/2021,5330,3110,,,,139027446,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5437,1128,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,7.2,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5404,1128,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,8.4,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5323,1232,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.28,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5327,1088,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,6.78,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5329,1248,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,2.22,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5330,1660,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.1,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5393,1101,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,1.2,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5436,680,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,9.44,No
8/20/2021,VL (HK) LIMITED,PO15475,11/9/2021,5326,228,,,,139027405,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/20/2021,VL (HK) LIMITED,PO15476,11/9/2021,5324,1782,,,,139027455,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.97,No
8/20/2021,VL (HK) LIMITED,PO15476,11/9/2021,5326,850,,,,139027455,Lowes.com : Lowes IMPORT,9/3/2021,Pending Receipt,11.66,No
8/23/2021,Shining Era Enterprise Limited,PO15477,12/5/2021,1899,175,,,,SLJ02,Ace Hardware IMPORT #55931,9/6/2021,Pending Receipt,156,No
8/23/2021,Shining Era Enterprise Limited,PO15478,12/5/2021,1899,175,,,,SLJ2B,Ace Hardware IMPORT #55931,9/6/2021,Pending Receipt,156,No
8/23/2021,Shining Era Enterprise Limited,PO15479,12/5/2021,1899,175,,,,SLJ2C,Ace Hardware IMPORT #55931,9/6/2021,Pending Receipt,156,No
