"North Atlantic Imports, LLC",,,,,,,,,,,,,,,,,,,,,
NAI,,,,,,,,,,,,,,,,,,,,,
Custom Stock Ledger YTD Xudong,,,,,,,,,,,,,,,,,,,,,
"January 1, 2021 - October 25, 2021",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Item ,Location ,Description ,Class ,Department ,Subsidiary ,Beginning Inv Qty On-hand ,Beginning Average Cost ,Beginning Inv On-hand Value ,Receipts ,Other Inv Inputs ,Total Input Quantity ,Value of Inputs ,Last Receipt Date ,Sales ,Other Inv Outputs ,Total Output Quantity ,Value of Outputs ,LAST SALES DATE ,Ending Inv Qty On-hand ,Ending Average Cost ,Ending Inv On-hand Value 
1827,Damaged Location BP,"Includes:  1529 (1): 28 inch Griddle Cover,  1555 (1): Tailgater Combo: black, Griddle & Grill",1.6 - Combo Units,- No Department -,NAI,1,$91.78 ,$91.78 ,0,12,12,"$1,089.39 ",,0,13,13,"$1,181.17 ",,0,$0.00 ,$0.00 
1827,Transit,"Includes:  1529 (1): 28 inch Griddle Cover,  1555 (1): Tailgater Combo: black, Griddle & Grill",1.6 - Combo Units,- No Department -,NAI,997,$90.45 ,"$90,178.10 ",0,0,0,$0.00 ,,0,997,997,"$90,178.10 ",,0,$0.00 ,$0.00 
1827,BPUT1,"Includes:  1529 (1): 28 inch Griddle Cover,  1555 (1): Tailgater Combo: black, Griddle & Grill",1.6 - Combo Units,- No Department -,NAI,80,$90.45 ,"$7,235.95 ",0,999,999,"$90,359.00 ",,"1,062",17,"1,079","$97,594.95 ",4/22/2021,0,$0.00 ,$0.00 
1827,Returns Received,"Includes:  1529 (1): 28 inch Griddle Cover,  1555 (1): Tailgater Combo: black, Griddle & Grill",1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,5,5,$456.24 ,,0,5,5,$456.24 ,,0,$0.00 ,$0.00 
1827,Retail Store,"Includes:  1529 (1): 28 inch Griddle Cover,  1555 (1): Tailgater Combo: black, Griddle & Grill",1.6 - Combo Units,- No Department -,NAI,5,$72.40 ,$362.02 ,0,13,13,"$1,162.65 ",,18,0,18,"$1,524.67 ",6/16/2021,0,$0.00 ,$0.00 
1832,Damaged Location BP,"Adventure Ready 17"" Tabletop Griddle","1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,153,153,"$4,709.25 ",,0,153,153,"$4,709.25 ",,0,$0.00 ,$0.00 
1832,Returns Received,"Adventure Ready 17"" Tabletop Griddle","1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$61.56 ,,0,2,2,$61.56 ,,0,$0.00 ,$0.00 
1832,Retail Store,"Adventure Ready 17"" Tabletop Griddle","1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,21,21,$646.31 ,,21,0,21,$646.31 ,9/27/2021,0,$0.00 ,$0.00 
1832,BPUT1,"Adventure Ready 17"" Tabletop Griddle","1.5 - 17"" Griddle",- No Department -,NAI,"1,277",$30.77 ,"$39,299.41 ",0,129,129,"$3,970.60 ",,"1,384",14,"1,398","$43,023.78 ",8/16/2021,8,$30.78 ,$246.23 
1833,Returns Received,Adventure Ready 22in Tabletop Griddle W/Hood and Stand Combo,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$137.30 ,,0,2,2,$137.30 ,,0,$0.00 ,$0.00 
1833,Damaged Location BP,Adventure Ready 22in Tabletop Griddle W/Hood and Stand Combo,"1.4 - 22"" Griddle",- No Department -,NAI,2,$68.11 ,$136.21 ,0,9,9,$617.85 ,,0,11,11,$754.06 ,,0,$0.00 ,$0.00 
1833,Retail Store,Adventure Ready 22in Tabletop Griddle W/Hood and Stand Combo,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,10,10,$685.69 ,,10,0,10,$685.69 ,6/16/2021,0,$0.00 ,$0.00 
1833,Transit,Adventure Ready 22in Tabletop Griddle W/Hood and Stand Combo,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,199,0,199,"$13,661.35 ",3/11/2021,0,199,199,"$13,661.35 ",,0,$0.00 ,$0.00 
1833,BPUT1,Adventure Ready 22in Tabletop Griddle W/Hood and Stand Combo,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,239,239,"$16,407.35 ",,231,8,239,"$16,407.35 ",5/26/2021,0,$0.00 ,$0.00 
1836,Damaged Location BP,Original 36in Griddle Cooking Station,"1.2 - 36"" Griddles",- No Department -,NAI,1,$126.64 ,$126.64 ,0,0,0,$0.00 ,,0,1,1,$126.64 ,,0,$0.00 ,$0.00 
1836,Inventory Adjustments,Original 36in Griddle Cooking Station,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$126.64 ,,0,1,1,$126.64 ,,0,$0.00 ,$0.00 
1840,Returns Received,"Includes- 22-inch griddle, not adapter 1724 - black cover E-Commerce packaging of the 1842","1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
1840,Damaged Location BP,"Includes- 22-inch griddle, not adapter 1724 - black cover E-Commerce packaging of the 1842","1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
1842,Retail Store,"Includes:  1666 (1): 22 in Tabletop Griddle,  1724 (1): 22 inch Cover","1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$182.40 ,,5,1,6,$182.40 ,6/21/2021,0,$0.00 ,$0.00 
1842,Damaged Location BP,"Includes:  1666 (1): 22 in Tabletop Griddle,  1724 (1): 22 inch Cover","1.4 - 22"" Griddle",- No Department -,NAI,6,$30.40 ,$182.40 ,0,0,0,$0.00 ,,0,6,6,$182.40 ,,0,$0.00 ,$0.00 
1845,Damaged Location BP,Griddle Plus 28in Rangetop Combo Griddle Cooking Station,1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,9,9,"$1,673.28 ",,0,9,9,"$1,673.28 ",,0,$0.00 ,$0.00 
1845,Ogden,Griddle Plus 28in Rangetop Combo Griddle Cooking Station,1.6 - Combo Units,- No Department -,NAI,24,$189.77 ,"$4,554.48 ",0,0,0,$0.00 ,,18,6,24,"$4,554.48 ",5/24/2021,0,$0.00 ,$0.00 
1845,BPUT1,Griddle Plus 28in Rangetop Combo Griddle Cooking Station,1.6 - Combo Units,- No Department -,NAI,205,$185.92 ,"$38,113.75 ",0,9,9,"$1,696.38 ",,205,9,214,"$39,810.13 ",9/10/2021,0,$0.00 ,$0.00 
1845,WH Transfer,Griddle Plus 28in Rangetop Combo Griddle Cooking Station,1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,"$1,138.62 ",,0,6,6,"$1,138.62 ",,0,$0.00 ,$0.00 
1845,Retail Store,Griddle Plus 28in Rangetop Combo Griddle Cooking Station,1.6 - Combo Units,- No Department -,NAI,0,$0.00 ,$0.00 ,0,7,7,"$1,301.44 ",,6,1,7,"$1,301.44 ",6/11/2021,0,$0.00 ,$0.00 
1853,Ogden,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,796,$86.17 ,"$68,591.32 ",0,1,1,$86.17 ,,676,121,797,"$68,677.49 ",3/23/2021,0,$0.00 ,$0.00 
1853,BPUT1,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,121,121,"$10,426.58 ",,121,0,121,"$10,426.58 ",6/9/2021,0,$0.00 ,$0.00 
1853,Damaged Location BP,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,6,$86.19 ,$517.15 ,0,6,6,$517.02 ,,0,12,12,"$1,034.17 ",,0,$0.00 ,$0.00 
1853,Retail Store,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,9,9,$775.63 ,,9,0,9,$775.63 ,7/22/2021,0,$0.00 ,$0.00 
1853,WH Transfer,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,123,123,"$10,598.91 ",,0,123,123,"$10,598.91 ",,0,$0.00 ,$0.00 
1853,Damaged Location Ogden,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$258.51 ,,0,3,3,$258.51 ,,0,$0.00 ,$0.00 
1853,Returns Received,Original Amazon 28in Griddle Cooking Unit W/Garbage Bag Holder and Cutting Board,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$258.51 ,,0,3,3,$258.51 ,,0,$0.00 ,$0.00 
1855,Retail Store,ProSeries 28in Three Burner Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$0.00 ,,4,0,4,$0.00 ,8/5/2021,0,$0.00 ,$0.00 
1856,Ogden,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,928,$69.90 ,"$64,867.20 ",0,0,0,$0.00 ,,914,14,928,"$64,867.20 ",2/1/2021,0,$0.00 ,$0.00 
1856,Damaged Location Ogden,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$69.90 ,,0,1,1,$69.90 ,,0,$0.00 ,$0.00 
1856,WH Transfer,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,13,13,$908.70 ,,0,13,13,$908.70 ,,0,$0.00 ,$0.00 
1856,BPUT1,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,13,$71.78 ,$933.13 ,0,16,16,"$1,125.92 ",,28,1,29,"$2,059.05 ",7/26/2021,0,$0.00 ,$0.00 
1856,Retail Store,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$139.80 ,,0,0,0,$0.00 ,,2,$69.90 ,$139.80 
1856,Damaged Location BP,Adventure Ready 28in Griddle Cooking Station,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$69.90 ,,0,1,1,$69.90 ,,0,$0.00 ,$0.00 
1858,Ogden,ProSeries 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,104,$129.87 ,"$13,506.48 ",0,0,0,$0.00 ,,0,104,104,"$13,506.48 ",,0,$0.00 ,$0.00 
1858,Transit,ProSeries 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,61,$129.87 ,"$7,922.07 ",0,0,0,$0.00 ,,0,61,61,"$7,922.07 ",,0,$0.00 ,$0.00 
1858,BPUT1,ProSeries 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,69,$128.37 ,"$8,857.55 ",0,165,165,"$21,428.55 ",,234,0,234,"$30,286.10 ",6/14/2021,0,$0.00 ,$0.00 
1858,WH Transfer,ProSeries 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,104,104,"$13,506.48 ",,0,104,104,"$13,506.48 ",,0,$0.00 ,$0.00 
1859,BPUT1,"1859 17"" Combo (basket included, no stand)","1.5 - 17"" Griddle",- No Department -,NAI,336,$78.47 ,"$26,365.92 ",0,0,0,$0.00 ,,335,1,336,"$26,365.92 ",2/15/2021,0,$0.00 ,$0.00 
1859,Retail Store,"1859 17"" Combo (basket included, no stand)","1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,1,0,1,$0.00 ,4/15/2021,0,$0.00 ,$0.00 
1859,Damaged Location BP,"1859 17"" Combo (basket included, no stand)","1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$0.00 ,,0,1,1,$0.00 ,,0,$0.00 ,$0.00 
1860,Transit,On The Go 22in Table Top Griddle w/Side Burner,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,332,0,332,"$27,778.44 ",10/16/2021,0,0,0,$0.00 ,,332,$83.67 ,"$27,778.44 "
1863,BPUT1,"Original 36"" Upgraded Griddle Cooking Station W/Hard Cover","1.2 - 36"" Griddles",- No Department -,NAI,437,$130.00 ,"$56,810.00 ",0,11,11,"$1,430.00 ",,426,11,437,"$56,810.00 ",10/21/2021,11,$130.00 ,"$1,430.00 "
1863,Damaged Location BP,"Original 36"" Upgraded Griddle Cooking Station W/Hard Cover","1.2 - 36"" Griddles",- No Department -,NAI,1,$130.00 ,$130.00 ,0,10,10,"$1,300.00 ",,0,11,11,"$1,430.00 ",,0,$0.00 ,$0.00 
1863,Retail Store,"Original 36"" Upgraded Griddle Cooking Station W/Hard Cover","1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,7,7,$910.00 ,,7,0,7,$910.00 ,6/10/2021,0,$0.00 ,$0.00 
1866,Ogden,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,"1,984",$129.89 ,"$257,698.10 ",0,0,0,$0.00 ,,"1,252",732,"1,984","$257,698.10 ",4/8/2021,0,$0.00 ,$0.00 
1866,Transit,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,25,$129.90 ,"$3,247.39 ",663,0,663,"$86,515.00 ",6/24/2021,0,688,688,"$89,762.39 ",,0,$0.00 ,$0.00 
1866,WH Transfer,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,660,660,"$85,336.53 ",,0,660,660,"$85,336.53 ",,0,$0.00 ,$0.00 
1866,Retail Store,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,22,22,"$2,827.93 ",,22,0,22,"$2,827.93 ",8/26/2021,0,$0.00 ,$0.00 
1866,BPUT1,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,277,$129.76 ,"$35,942.71 ",0,"1,348","1,348","$175,215.06 ",,"1,599",25,"1,624","$211,015.27 ",9/27/2021,1,$142.50 ,$142.50 
1866,Damaged Location BP,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,4,$129.04 ,$516.14 ,0,28,28,"$3,273.56 ",,0,32,32,"$3,789.70 ",,0,$0.00 ,$0.00 
1866,Returns Received,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$129.90 ,,0,1,1,$129.90 ,,0,$0.00 ,$0.00 
1866,Damaged Location Ogden,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,3,$0.00 ,$0.00 ,0,4,4,$519.55 ,,0,7,7,$519.55 ,,0,$0.00 ,$0.00 
1866,Inventory Adjustments,Original 36in Griddle Cooking Station W/Hard Cover - 2020,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$201.12 ,,0,2,2,$201.12 ,,0,$0.00 ,$0.00 
1867,Fleming Sales,RV 17in Tabletop Griddle W/Heat Shield,"1.5 - 17"" Griddle",- No Department -,NAI,"1,172",$35.91 ,"$42,089.30 ",0,790,790,"$28,435.27 ",,"1,957",1,"1,958","$70,380.63 ",5/3/2021,4,$35.99 ,$143.94 
1867,Transit,RV 17in Tabletop Griddle W/Heat Shield,"1.5 - 17"" Griddle",- No Department -,NAI,736,$36.00 ,"$26,496.00 ","2,944",0,"2,944","$116,817.92 ",10/16/2021,0,736,736,"$26,496.00 ",,"2,944",$39.68 ,"$116,817.92 "
1868,Ogden,36 inch Griddle with Air Fryer,"1.2 - 36"" Griddles",- No Department -,NAI,129,$224.59 ,"$28,972.11 ",0,1,1,$0.00 ,,128,2,130,"$28,972.11 ",4/28/2021,0,$0.00 ,$0.00 
1868,Damaged Location BP,36 inch Griddle with Air Fryer,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$226.09 ,,0,1,1,$226.09 ,,0,$0.00 ,$0.00 
1868,Retail Store,36 inch Griddle with Air Fryer,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$226.09 ,,1,0,1,$226.09 ,6/11/2021,0,$0.00 ,$0.00 
1868,Transit,36 inch Griddle with Air Fryer,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,902,0,902,"$215,011.70 ",10/25/2021,0,386,386,"$87,270.74 ",,516,$247.56 ,"$127,740.96 "
1868,BPUT1,36 inch Griddle with Air Fryer,"1.2 - 36"" Griddles",- No Department -,NAI,47,$224.59 ,"$10,555.73 ",0,388,388,"$87,719.92 ",,431,2,433,"$97,823.47 ",10/4/2021,2,$226.09 ,$452.18 
1883,Inventory Adjustments,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,93,93,$0.00 ,,0,93,93,$0.00 ,,0,$0.00 ,$0.00 
1883,Ogden,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,669,$90.00 ,"$60,210.00 ",0,0,0,$0.00 ,,528,141,669,"$60,210.00 ",3/22/2021,0,$0.00 ,$0.00 
1883,Retail Store,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,43,43,"$3,852.23 ",,43,0,43,"$3,852.23 ",6/28/2021,0,$0.00 ,$0.00 
1883,BPUT1,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,"2,846",$90.00 ,"$256,140.00 ",0,304,304,"$18,990.00 ",,"3,037",113,"3,150","$275,130.00 ",7/8/2021,0,$0.00 ,$0.00 
1883,Damaged Location Ogden,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$180.00 ,,0,2,2,$180.00 ,,0,$0.00 ,$0.00 
1883,Damaged Location BP,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,1,$90.00 ,$90.00 ,0,170,170,"$14,766.88 ",,0,171,171,"$14,856.88 ",,0,$0.00 ,$0.00 
1883,Transit,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,335,0,335,"$33,165.00 ",9/12/2021,0,0,0,$0.00 ,,335,$99.00 ,"$33,165.00 "
1883,Returns Received,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$90.00 ,,0,1,1,$90.00 ,,0,$0.00 ,$0.00 
1883,WH Transfer,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,62,62,"$5,580.00 ",,0,62,62,"$5,580.00 ",,0,$0.00 ,$0.00 
1883,HQ,Original 28in Griddle Cooking Station W/Hood,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,36,36,"$3,240.00 ",,0,36,36,"$3,240.00 ",,0,$0.00 ,$0.00 
1885,BPUT1,Adventure Ready 28in Griddle Cooking Station W/Hood and Orange Pull Handle,"1.3 - 28"" Griddles",- No Department -,NAI,463,$79.00 ,"$36,577.00 ",0,1,1,$79.00 ,,451,12,463,"$36,577.00 ",4/14/2021,1,$79.00 ,$79.00 
1885,Returns Received,Adventure Ready 28in Griddle Cooking Station W/Hood and Orange Pull Handle,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,8,8,$632.00 ,,0,8,8,$632.00 ,,0,$0.00 ,$0.00 
1885,Retail Store,Adventure Ready 28in Griddle Cooking Station W/Hood and Orange Pull Handle,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,13,13,"$1,027.00 ",,13,0,13,"$1,027.00 ",8/27/2021,0,$0.00 ,$0.00 
1885,Damaged Location BP,Adventure Ready 28in Griddle Cooking Station W/Hood and Orange Pull Handle,"1.3 - 28"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,14,14,"$1,106.00 ",,0,14,14,"$1,106.00 ",,0,$0.00 ,$0.00 
1891,BPUT2,Adventure Ready 22in Griddle w/ Hood and Stand Bundle,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,8,8,$0.00 ,,0,0,0,$0.00 ,,8,$0.00 ,$0.00 
1891,BPUT1,Adventure Ready 22in Griddle w/ Hood and Stand Bundle,"1.4 - 22"" Griddle",- No Department -,NAI,342,$60.00 ,"$20,520.00 ",0,2,2,$120.00 ,,335,9,344,"$20,640.00 ",4/21/2021,0,$0.00 ,$0.00 
1891,Damaged Location BP,Adventure Ready 22in Griddle w/ Hood and Stand Bundle,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,46,46,$480.00 ,,0,40,40,$480.00 ,,6,$0.00 ,$0.00 
1891,Retail Store,Adventure Ready 22in Griddle w/ Hood and Stand Bundle,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,30,30,$360.00 ,,27,0,27,$360.00 ,10/22/2021,3,$0.00 ,$0.00 
1891,Returns Received,Adventure Ready 22in Griddle w/ Hood and Stand Bundle,"1.4 - 22"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,38,38,$0.00 ,,0,38,38,$0.00 ,,0,$0.00 ,$0.00 
1892,BPUT1,Adventure Ready 17in Rangetop Tabletop Griddle W/Orange Handle Hood-NO Fry Basket,"1.5 - 17"" Griddle",- No Department -,NAI,342,$68.00 ,"$23,256.00 ",0,0,0,$0.00 ,,340,2,342,"$23,256.00 ",6/15/2021,0,$0.00 ,$0.00 
1892,Retail Store,Adventure Ready 17in Rangetop Tabletop Griddle W/Orange Handle Hood-NO Fry Basket,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,3,3,$90.67 ,,3,0,3,$90.67 ,7/16/2021,0,$0.00 ,$0.00 
1892,Damaged Location BP,Adventure Ready 17in Rangetop Tabletop Griddle W/Orange Handle Hood-NO Fry Basket,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$136.00 ,,0,4,4,$136.00 ,,0,$0.00 ,$0.00 
1892,Returns Received,Adventure Ready 17in Rangetop Tabletop Griddle W/Orange Handle Hood-NO Fry Basket,"1.5 - 17"" Griddle",- No Department -,NAI,0,$0.00 ,$0.00 ,0,2,2,$136.00 ,,0,2,2,$136.00 ,,0,$0.00 ,$0.00 
1899,Transit,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,"4,420",$139.00 ,"$614,380.00 ",890,0,890,"$128,600.00 ",4/22/2021,0,"5,310","5,310","$742,980.00 ",,0,$0.00 ,$0.00 
1899,Ogden,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,6,$139.00 ,$834.00 ,0,140,140,"$19,460.00 ",,140,6,146,"$20,294.00 ",3/15/2021,0,$0.00 ,$0.00 
1899,Damaged Location BP,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,63,63,"$8,795.34 ",,0,63,63,"$8,795.34 ",,0,$0.00 ,$0.00 
1899,Returns Received,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,5,5,$695.00 ,,0,5,5,$695.00 ,,0,$0.00 ,$0.00 
1899,BPUT1,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,190,$139.00 ,"$26,409.99 ",0,"5,194","5,194","$726,866.96 ",,"5,311",73,"5,384","$753,276.95 ",8/23/2021,0,$0.00 ,$0.00 
1899,WH Transfer,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$834.00 ,,0,6,6,$834.00 ,,0,$0.00 ,$0.00 
1899,Inventory Adjustments,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,6,6,$866.97 ,,0,6,6,$866.97 ,,0,$0.00 ,$0.00 
1899,Retail Store,Original 36in Griddle W/Hood,"1.2 - 36"" Griddles",- No Department -,NAI,0,$0.00 ,$0.00 ,0,51,51,"$7,127.36 ",,48,3,51,"$7,127.36 ",7/9/2021,0,$0.00 ,$0.00 
1900,Transit,On The Go 17in Tabletop Griddle W/Orange Handle Hood,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,732,0,732,"$35,428.80 ",10/2/2021,0,0,0,$0.00 ,,732,$48.40 ,"$35,428.80 "
1901,Returns Received,Culinary Pro 28in Cart,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,13,13,$0.00 ,,0,13,13,$0.00 ,,0,$0.00 ,$0.00 
1901,Damaged Location BP,Culinary Pro 28in Cart,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,18,18,$848.10 ,,0,18,18,$848.10 ,,0,$0.00 ,$0.00 
1901,BPUT1,Culinary Pro 28in Cart,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,"1,540","1,540","$259,482.26 ",,"1,345",5,"1,350","$228,740.91 ",10/19/2021,190,$161.80 ,"$30,741.35 "
1901,Retail Store,Culinary Pro 28in Cart,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,4,4,$678.48 ,,4,0,4,$678.48 ,6/29/2021,0,$0.00 ,$0.00 
1901,Transit,Culinary Pro 28in Cart,- No Class -,- No Department -,NAI,188,$169.62 ,"$31,888.56 ","1,340",0,"1,340","$227,290.80 ",8/18/2021,0,"1,528","1,528","$259,179.36 ",,0,$0.00 ,$0.00 
1902,Transit,Culinary Pro 36in Cabinet Griddle w/Hood,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,"1,397",0,"1,397","$329,328.78 ",10/25/2021,0,0,0,$0.00 ,,"1,397",$235.74 ,"$329,328.78 "
1916,Transit,Culinary Stealth 28in Cabinet Griddle w/Air Fryer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,111,0,111,"$28,620.24 ",3/23/2021,0,111,111,"$28,620.24 ",,0,$0.00 ,$0.00 
1916,Retail Store,Culinary Stealth 28in Cabinet Griddle w/Air Fryer,- No Class -,- No Department -,NAI,0,$0.00 ,$0.00 ,0,1,1,$257.84 ,,1,0,1,$257.84 ,7/27/2021,0,$0.00 ,$0.00 
